,interest,country,count
1787,Vegan Diets,South Africa,54435
13396,Hard Rock,USA,54405
8008,Religious Events,Philippines,54375
11481,Animation TV,Belgium,54375
1062,Rugby League,Malawi,54375
18864,Soap Opera TV,Thailand,54345
7097,Arts and Crafts,Saudi Arabia,54345
8405,Role-Playing Video Games,Tanzania,54345
13178,Soft Rock,USA,54330
19661,Public Radio,UK,54315
10561,Europe Travel,Nigeria,54300
3778,Video Game Genres,,54300
10673,Cookbooks,Australia,54270
8540,College Sports,Singapore,54270
2924,World Movies,Colombia,54255
20500,Men's Casual Wear,Argentina,54255
19116,News and Politics,Mongolia,54240
7266,Weather,Thailand,54210
16703,eSports,South Africa,54210
3604,Music and Audio,Bahrain,54195
4936,R&B/Soul/Funk,Bahrain,54195
7708,Songwriters/Folk,Bahrain,54195
19193,Party Supplies and Decorations,Kenya,54180
8732,Rail Travel,South Korea,54150
18233,Awards Shows,Algeria,54135
3674,Cruises,Japan,54135
20114,"Soundtracks, TV and Showtunes",Qatar,54120
679,Auto Shows,USA,54105
4140,Web Design and HTML,Kenya,54105
14568,Medical Tests,India,54090
18224,Graphics Software,Australia,54075
2699,Funeral,Saudi Arabia,54075
9649,World Movies,Netherlands,54075
3371,Insurance,Egypt,54060
4328,Sci-fi and Fantasy,Malaysia,54060
16870,Rugby League,Czech,54030
9878,News and Politics,Yemen,54030
6150,Web Hosting,Chile,54030
18811,Comedy Events,France,54015
19147,Children's TV,Austria,53985
13319,Minivan,Indonesia,53985
10818,Reggae,Colombia,53970
11539,Fine Art,Lebanon,53970
14357,Internet of Things,Pakistan,53970
7998,Laptops,UAE,53940
2577,IT and Internet Support,Oman,53940
6855,Fishing Sports,,53940
8114,Financial Assistance,Canada,53925
3897,Minivan,Qatar,53910
12114,Fantasy Sports,Mauritius,53910
864,Rugby Union,Zimbabwe,53910
41,Web Hosting,,53895
6116,Debt Factoring & Invoice Discounting,UK,53880
13312,Beach Travel,Kuwait,53880
6411,Rugby,,53865
6188,Soccer,Philippines,53865
15521,Rugby League,Jamaica,53850
15079,Museums & Galleries,Thailand,53820
15653,Honeymoons and Getaways,Bahrain,53820
16952,Bachelor Party,Australia,53790
8675,First Aid,USA,53790
16062,Sales and Promotions,Malaysia,53775
2703,Pop Culture,Italy,53775
5364,Video Production,Netherlands,53760
6730,Birth,Saudi Arabia,53730
16856,R&B/Soul/Funk,Taiwan,53730
7365,Songwriters/Folk,Taiwan,53730
5159,Music and Audio,Taiwan,53730
16885,Factual TV,Zambia,53730
14927,Beach Volleyball,Philippines,53715
11528,Events and Attractions,Cambodia,53715
3190,Hotels and Motels,Tunisia,53700
11778,Office Property,South Africa,53700
1439,Travel Books,UAE,53685
19630,Indie and Arthouse Movies,Greece,53670
7877,Natural and Organic Beauty,Australia,53670
13372,Men's Clothing,Netherlands,53670
12140,Video Gaming,Thailand,53625
19171,Auto Racing,Turkey,53610
6158,Men's Underwear and Sleepwear,Portugal,53595
7621,Educational Radio,Ecuador,53595
18949,Soccer,Norway,53595
11948,Indie and Arthouse Movies,Taiwan,53565
7074,Tennis,Canada,53565
11047,American Football,Jamaica,53550
16244,Reggae,India,53550
12755,Beach Travel,Tunisia,53535
14377,Personal Celebrations & Life Events,South Korea,53520
17252,Sports,,53505
1850,Snooker/Pool/Billiards,,53505
15785,Equine Sports,Canada,53490
15814,Romance Movies,,53460
8154,Rugby League,,53460
3683,Motorcycle Sports,Japan,53460
12053,Barbecues and Grilling,Malaysia,53445
13985,Crime and Mystery Movies,Ireland,53445
18304,Adventure Video Games,Taiwan,53430
11040,Land and Farms,New Zealand,53430
14243,Horse Racing,Canada,53415
2434,Web Conferencing,Palestine,53415
6106,Mobile Games,Saudi Arabia,53415
7593,Bath and Shower,Japan,53400
8196,College Baseball,USA,53400
6357,Interest Rates,South Africa,53385
19541,National News,Mongolia,53385
6522,Television,Iran,53385
15295,Extreme Sports,Oman,53385
19378,Video Game Genres,Cambodia,53385
7483,Deodorant and Antiperspirant,Philippines,53370
11853,Horror Movies,Venezuela,53370
2067,Cycling,Singapore,53355
14523,Video Game Genres,,53355
8038,Hip Hop Music,UK,53355
5349,Auto Racing,Portugal,53340
3705,Hobbies & Interests,Chile,53325
18157,Music and Audio,Finland,53310
13039,R&B/Soul/Funk,Finland,53310
20115,International News,Libya,53310
2050,Stocks and Bonds,UAE,53310
13036,Songwriters/Folk,Finland,53310
11534,Cinemas and Events,Singapore,53295
19059,Spas,Lebanon,53280
3459,College Football,UK,53280
3950,Personal Investing,Singapore,53250
8338,Hobbies & Interests,Turkey,53250
9963,Men's Business Wear,Singapore,53250
2060,Rugby,Austria,53220
6021,Video Software,,53205
12595,Pharmaceutical Drugs,Saudi Arabia,53175
8640,Angel Investment,Saudi Arabia,53175
3319,Strategy Video Games,Jordan,53160
6872,Reality TV,Norway,53145
6503,Celebrity Pregnancy,Oman,53145
1028,Web Hosting,,53145
15905,Concerts & Music Events,Taiwan,53130
10524,Olympic Sports,Indonesia,53115
4361,Prom,USA,53100
20429,Fantasy Sports,,53100
9296,Online Education,India,53100
3723,Horror Movies,Switzerland,53100
761,Fishing Sports,Pakistan,53085
9365,Snooker/Pool/Billiards,,53025
2163,Sports,,53025
15552,Role-Playing Video Games,Bolivia,52995
19230,International News,Yemen,52980
8380,Coupons and Discounts,Syria,52950
15158,Video Game Genres,,52935
127,Makeup and Accessories,USA,52935
15213,Web Design and HTML,Belgium,52920
6498,Personal Taxes,Philippines,52890
20147,Drama TV,Japan,52860
14326,Automotive,Kuwait,52860
9172,Amusement and Theme Parks,Singapore,52830
3867,Sports Equipment,Malaysia,52830
7016,Cloud Computing,France,52830
6376,Web Design and HTML,Yemen,52830
15704,Action and Adventure Movies,Vietnam,52830
598,Fan Conventions,France,52815
12934,World Movies,Argentina,52815
9231,Flower Shopping,Japan,52800
5025,Dating,Kuwait,52785
11922,Currencies,Indonesia,52785
5064,Personal Care,Qatar,52770
11029,Weather,Portugal,52755
1883,eSports,UAE,52740
3091,College Sports,Kuwait,52725
13522,Beach Travel,Lebanon,52710
9890,Vacation Properties,South Africa,52710
87,Badminton,France,52710
4587,Local News,,52710
5576,Herbs and Supplements,India,52710
7069,Holiday Shopping,Japan,52695
9002,Agnosticism,Brazil,52665
19507,Economy,Pakistan,52665
4074,American Football,Brazil,52665
17033,Antiquing and Antiques,Japan,52665
3776,Air Travel,Indonesia,52650
13289,Personal Taxes,Qatar,52635
16906,Microcar,Indonesia,52635
13184,Soccer,Italy,52620
12407,Daycare and Pre-School,UAE,52605
10862,Auto Technology,Saudi Arabia,52605
13808,Soft Rock,Indonesia,52590
14425,Auto Racing,Qatar,52590
4242,International News,Mongolia,52575
8498,Boxing,Saudi Arabia,52515
16744,Men's Clothing,Peru,52500
1083,Television,,52485
2978,Simulation Video Games,Finland,52470
15730,Rugby League,Austria,52470
17609,Computer Software and Applications,,52455
2645,Browsers,Morocco,52440
3471,Events and Attractions,,52425
16577,Flower Shopping,Thailand,52425
6519,Children's Clothing,France,52410
9361,Science,Qatar,52410
14432,College Sports,Kenya,52395
3185,Science Fiction TV,Taiwan,52395
16517,Computer Software and Applications,,52365
10893,Fine Art Photography,Canada,52365
9452,Baby Shower,Belgium,52350
1152,World Movies,South Africa,52350
12106,Rugby Union,,52335
16707,Urban AC Music,Morocco,52320
10539,American Football,Malawi,52320
11157,Rugby Union,Bangladesh,52320
13899,Frugal Living,New Zealand,52305
19434,International News,,52305
9895,Shopping,Pakistan,52305
413,Rock Music,Singapore,52275
8321,Video Production,Israel,52260
15468,Executive Leadership & Management,India,52245
11552,Comedy Movies,Qatar,52245
6221,Action-Adventure Video Games,,52245
9479,Television,,52230
17879,Sports TV,Austria,52215
17571,Australian Rules Football,Czech,52215
6336,Music and Party Video Games,,52200
13449,Government Support and Welfare,Canada,52170
4288,South America Travel,Italy,52155
19868,Style & Fashion,Lebanon,52125
5811,Historic Site and Landmark Tours,Canada,52125
863,Classic Rock,Saudi Arabia,52125
2953,Table Tennis,Malaysia,52095
12680,Business Expos & Conferences,Ethiopia,52095
10299,R&B/Soul/Funk,Israel,52095
10070,Food & Drink,Kuwait,52095
13786,Music and Audio,Israel,52095
6487,Songwriters/Folk,Israel,52095
3420,Animation TV,Ecuador,52080
17388,Diseases and Conditions,Spain,52065
9279,College Football,Kenya,52065
640,Rugby Union,Egypt,52050
12126,Comedy TV,Algeria,52050
261,Primary Education,South Africa,52050
16491,Travel,USA,52035
19020,World/International Music,UAE,52035
9100,Olympic Sports,Pakistan,52035
8522,Role-Playing Video Games,,52005
13283,Local News,Mongolia,51990
5957,National News,,51990
13097,PC Games,Australia,51975
17374,Hatchback,USA,51975
11394,Adventure Travel,Bahrain,51960
11105,Dating,Philippines,51960
6263,Web Design and HTML,,51945
7640,Music and Party Video Games,Venezuela,51945
10754,Soccer,Pakistan,51930
17200,Content Production,Bahrain,51930
985,Action Video Games,Peru,51915
14108,Television,Namibia,51900
15987,Action-Adventure Video Games,Syria,51900
15511,Olympic Sports,Denmark,51885
13979,Surgery,USA,51870
14486,Birthday,Bahrain,51825
3451,Business Operations,India,51825
10289,Internet,Czech,51810
10960,Video Game Genres,,51795
7208,Travel Books,USA,51780
8345,Internet of Things,Brazil,51750
6470,Hobbies & Interests,Pakistan,51735
7516,Special Interest TV,Australia,51720
3749,Rugby Union,Oman,51705
7488,Politics,Kuwait,51690
14124,Auto Body Styles,Australia,51675
11780,Astrology,Oman,51675
11461,American Football,Bahrain,51675
7575,Men's Casual Wear,Philippines,51675
4475,Infertility,Qatar,51675
10202,Animation Movies,Romania,51660
18289,Television,Paraguay,51660
18478,Figure Skating,Australia,51645
11475,Educational Radio,Philippines,51645
8885,Medical Tests,Malaysia,51645
18738,News and Politics,Bosnia-Herzegovina,51645
11320,Sporting Events,Denmark,51630
2157,Album-oriented Rock,New Zealand,51630
12775,Browsers,Peru,51600
6175,Agnosticism,South Africa,51570
2867,Urban AC Music,Bahrain,51540
746,Personal Loans,India,51525
9400,Computer Animation,Saudi Arabia,51480
16305,Sale & Lease Back,Pakistan,51465
544,Shopping,Sudan,51435
6861,Talk Radio,,51435
15619,Baby Shower,Germany,51435
1418,Soap Opera TV,Belgium,51420
2422,Motorcycle Sports,Italy,51420
11889,Artificial Intelligence,USA,51390
15771,Beauty,Kuwait,51375
16582,Darts,Tanzania,51360
8186,Auto Racing,,51360
19439,Olympic Sports,Morocco,51345
3798,Computing,Kuwait,51345
17890,Puzzle Video Games,,51315
13586,Olympic Sports,Uganda,51315
9010,Designer Clothing,Japan,51300
20684,Bereavement,Qatar,51300
18335,Bars & Restaurants,Israel,51285
10084,Men's Underwear and Sleepwear,Algeria,51285
9377,Holiday TV,South Korea,51270
977,Soap Opera TV,Oman,51270
3506,Bachelorette Party,Indonesia,51270
16260,Personal Loans,Saudi Arabia,51270
6062,Gospel Music,South Africa,51240
14937,Special Interest TV,Kuwait,51240
13066,Snooker/Pool/Billiards,Jordan,51225
11675,Sports,Jordan,51225
8968,Divorce,Jordan,51180
20264,Women's Outerwear,UAE,51180
18378,Holiday Shopping,Oman,51180
12026,Performance Cars,South Africa,51180
19138,Hunting and Shooting,Singapore,51165
6391,Sports Radio,Nigeria,51165
3006,Financial Reform,Oman,51165
17451,Style & Fashion,Pakistan,51165
10775,Business Travel,USA,51165
19530,Job Search,Nigeria,51135
20080,Business Loans,Singapore,51135
15732,Australian Rules Football,Brazil,51120
13167,Parenting,Oman,51120
19967,Sports Video Games,Israel,51120
17565,American Football,Czech,51120
19899,Databases,France,51090
8897,News and Politics,,51075
14447,Events and Attractions,Yemen,51075
18236,Concerts & Music Events,Norway,51075
14166,Web Development,,51075
15864,Sports TV,Czech,51030
9203,Comedy Movies,Australia,51000
12577,Events and Attractions,Hungary,51000
6954,Volleyball,UAE,50985
11130,News and Politics,CoteDIvore,50970
10813,Movies,,50955
4938,Local News,,50940
20277,Diseases and Conditions,Australia,50940
16740,Information Services Industry,Malaysia,50940
16101,Books and Literature,Indonesia,50925
19487,Adventure Video Games,Norway,50880
16381,Science Fiction TV,Ethiopia,50865
2006,Mobile Games,South Africa,50865
8342,Water Services,Saudi Arabia,50850
18604,Skin Care,Saudi Arabia,50835
6941,Real Estate Renting and Leasing,France,50820
10674,Mergers and Acquisitions,UAE,50775
5847,Winter Olympic Sports,Indonesia,50775
20276,Video Production,Brazil,50760
15352,Sports TV,Argentina,50745
10763,Virtual Reality,Philippines,50730
10720,R&B/Soul/Funk,Ghana,50730
11124,World Movies,New Zealand,50730
19925,Music and Audio,Ghana,50730
7472,Songwriters/Folk,Ghana,50730
7457,Food Allergies,Saudi Arabia,50715
237,Adult Contemporary Music,UK,50715
1859,Television,,50700
16467,Grocery Shopping,USA,50700
19654,Sailing,USA,50670
5604,Sporting Events,,50655
20455,North America Travel,New Zealand,50640
21026,Driverless Cars,France,50625
4761,Simulation Video Games,Switzerland,50625
20932,Spas,Algeria,50625
922,Marriage and Civil Unions,Germany,50565
7391,Shopping,Italy,50565
14994,Men's Casual Wear,Japan,50565
3350,Equine Sports,Netherlands,50565
11556,World Movies,South Korea,50550
13505,High Fashion,Thailand,50550
3416,Talk Radio,,50550
12764,Auto Body Styles,Kenya,50505
17350,News Radio,,50505
5380,Cooking,New Zealand,50490
20581,Heart and Cardiovascular Diseases,Saudi Arabia,50490
6248,Scuba Diving,Oman,50475
5759,News Radio,,50460
10757,Educational Radio,Greece,50445
11170,Children's TV,Finland,50430
3486,Cloud Computing,Australia,50430
16166,Australian Rules Football,Malawi,50430
2918,Medical Health,Qatar,50430
1505,Biological Sciences,France,50415
16622,Horse Racing,Netherlands,50415
11414,Computing,USA,50415
20326,Apartments,Indonesia,50415
12843,Australian Rules Football,Austria,50400
10164,Shareware and Freeware,Switzerland,50400
5461,Classic Cars,India,50400
19917,Workshops and Classes,Algeria,50385
15252,Business News Radio,,50370
3068,Walking,Singapore,50340
7038,Local News,,50340
10405,World/International Music,France,50340
11229,Resume Writing and Advice,Nigeria,50325
6068,Olympic Sports,,50325
18945,Flower Shopping,New Zealand,50325
12955,Sports,Hungary,50295
18521,Web Conferencing,Austria,50295
11464,Snooker/Pool/Billiards,Hungary,50295
20510,Crime,Australia,50280
18120,Video Production,Bahrain,50265
16181,Role-Playing Video Games,Uruguay,50250
2084,Puzzle Video Games,Bolivia,50235
10114,Snooker/Pool/Billiards,Cambodia,50235
11375,Sports,Cambodia,50235
13109,Auto Parts,USA,50220
3110,Extreme Sports,Indonesia,50220
8119,Magic and Illusion,Singapore,50220
13033,World Movies,Peru,50205
10316,Celebrity Style,Hong Kong,50205
16990,PC Games,Kuwait,50205
10445,Music TV,Mauritius,50190
3057,Religion & Spirituality,Spain,50175
6719,Horror Movies,Romania,50175
7409,Animation TV,New Zealand,50175
8645,College Basketball,UK,50175
8499,Darts,Japan,50160
8945,Educational Video Games,Kenya,50130
4799,Cigars,USA,50130
18143,Antiquing and Antiques,South Africa,50130
10537,Grocery Shopping,Philippines,50115
16224,Hobbies & Interests,South Korea,50115
4095,Role-Playing Video Games,,50100
2852,Music TV,Jamaica,50085
17475,Beach Travel,Nigeria,50085
13677,Winter Olympic Sports,Morocco,50055
1657,Books and Literature,Qatar,50040
10231,Street Style,Indonesia,50025
2844,Television,Slovakia,50025
5134,Cooking,Qatar,50010
16249,Winter Olympic Sports,Denmark,50010
14212,Factual TV,,49995
10260,College Football,Singapore,49995
9058,Theater Venues and Events,France,49995
1674,Financial Reform,USA,49980
1844,Boxing,Germany,49980
13350,Parks & Nature,Oman,49980
99,Augmented Reality,France,49980
7744,Business News Radio,,49965
3640,Geology,Oman,49965
7504,Fishing Sports,Turkey,49965
3767,Comedy TV,Italy,49950
13685,Bachelorette Party,Oman,49935
18146,Hobbies & Interests,Vietnam,49935
10029,Role-Playing Video Games,Russia,49935
9323,Songwriters/Folk,,49920
521,R&B/Soul/Funk,,49920
11558,Music and Audio,,49920
3826,Action and Adventure Movies,Italy,49905
1386,Personal Care,South Korea,49905
4239,Reggae,Indonesia,49890
18020,Education,Japan,49890
947,Pet Supplies,India,49845
5061,Summer Olympic Sports,Morocco,49845
10329,Soccer,Zambia,49830
434,Virtual Reality,Thailand,49830
10928,Alternative Rock,UAE,49815
19800,Audio Production,Philippines,49800
3730,International News,Bosnia-Herzegovina,49800
8253,Oral care,Philippines,49755
10736,Parenting,Romania,49725
10947,Sports TV,South Korea,49710
12679,Sporting Events,,49710
13105,Motorcycle Sports,Portugal,49695
8250,Summer Olympic Sports,Indonesia,49665
13877,Internet for Beginners,Kuwait,49665
9247,Soap Opera TV,Bolivia,49665
7854,Augmented Reality,Philippines,49650
3172,Educational Radio,,49650
